"bin bottom",azimuth,altitude,"distance (m)",latitude,longitude,"elevation (m amsl)"
184.75,184.868553,2.578917,37914.856501,36.893333,-118.319444,3016.000000
184.875,184.945799,2.639048,56149.157823,36.730000,-118.337500,4011.000000
185,185.100918,2.666599,38148.225750,36.891389,-118.321389,3086.000000
185.125,185.248695,2.689023,40887.015463,36.866944,-118.325278,3244.000000
185.25,185.356554,2.833580,40868.698366,36.867222,-118.326111,3346.000000
185.375,185.486819,2.903596,40942.345236,36.866667,-118.327222,3400.000000
185.5,185.620841,2.919977,40983.322293,36.866389,-118.328333,3414.000000
185.625,185.720116,2.954630,41022.809208,36.866111,-118.329167,3441.000000
185.75,185.85803,2.971960,41033.493175,36.866111,-118.330278,3454.000000
185.875,185.979301,3.094424,40923.370114,36.867222,-118.331111,3535.000000
186,186.112922,3.118931,40965.563789,36.866944,-118.332222,3555.000000
186.125,186.181946,3.111508,40970.534889,36.866944,-118.332778,3550.000000
186.25,186.354427,3.086659,40982.954097,36.866944,-118.334167,3533.000000
186.375,186.492329,3.138758,40996.261298,36.866944,-118.335278,3571.000000
186.5,186.526793,3.139918,40999.112958,36.866944,-118.335556,3572.000000
186.625,186.733477,3.152423,41016.775791,36.866944,-118.337222,3582.000000
186.75,186.846991,3.177809,40965.281124,36.867500,-118.338056,3597.000000
186.875,186.990058,3.221306,40948.432589,36.867778,-118.339167,3627.000000
187,187.109426,3.288635,40868.534895,36.868611,-118.340000,3670.000000
187.125,187.143958,3.282769,40871.335590,36.868611,-118.340278,3666.000000
187.25,187.33304,3.293697,40795.414402,36.869444,-118.341667,3669.000000
187.375,187.481728,3.417506,40565.432302,36.871667,-118.342500,3742.000000
187.5,187.609256,3.445876,40641.031354,36.871111,-118.343611,3767.000000
187.625,187.747989,3.450284,40654.449054,36.871111,-118.344722,3771.000000
187.75,187.782658,3.457006,40658.105105,36.871111,-118.345000,3776.000000
187.875,187.88069,3.415313,40696.880901,36.870833,-118.345833,3749.000000
188,188.001066,3.395885,40801.483162,36.870000,-118.346944,3742.000000
188.125,188.242594,3.395071,40825.888189,36.870000,-118.348889,3743.000000
188.25,188.346017,3.399703,40836.800332,36.870000,-118.349722,3747.000000
188.375,188.380479,3.393777,40840.119285,36.870000,-118.350000,3743.000000
188.5,188.595768,3.420886,40989.224184,36.868889,-118.351944,3772.000000
188.625,188.731497,3.506845,41508.415686,36.864444,-118.353889,3868.000000
188.75,188.873516,3.560616,41495.634968,36.864722,-118.355000,3906.000000
188.875,188.934669,3.594217,41535.506116,36.864444,-118.355556,3933.000000
189,189.002344,3.571477,41542.081526,36.864444,-118.356111,3917.000000
189.125,189.211862,3.571270,41691.585730,36.863333,-118.358056,3927.000000
189.25,189.272422,3.553994,41729.185870,36.863056,-118.358611,3917.000000
189.375,189.480042,3.574254,41880.420715,36.861944,-118.360556,3942.000000
189.5,189.607027,3.636710,41930.470084,36.861667,-118.361667,3991.000000
189.625,189.666886,3.639873,41969.397090,36.861389,-118.362222,3996.000000
189.75,189.800544,3.636939,41985.967639,36.861389,-118.363333,3995.000000
189.875,189.98201,3.631138,41945.978244,36.861944,-118.364722,3988.000000
190,190.015421,3.633459,41950.389337,36.861944,-118.365000,3990.000000
190.125,190.1564,3.584262,41934.769978,36.862222,-118.366111,3953.000000
190.25,190.256579,3.512175,41944.315559,36.862222,-118.366944,3901.000000
190.375,190.382486,3.468309,41990.289768,36.861944,-118.368056,3872.000000
190.5,190.624324,3.541998,34416.235624,36.929167,-118.354444,3419.000000
190.625,190.748428,3.642425,34560.198032,36.928056,-118.355556,3489.000000
190.75,190.860023,3.713419,34607.445697,36.927778,-118.356389,3535.000000
190.875,190.971334,3.746271,34653.250378,36.927500,-118.357222,3558.000000
191,191.101939,3.776188,34638.377841,36.927778,-118.358056,3575.000000
191.125,191.14222,3.782233,34643.407267,36.927778,-118.358333,3579.000000
191.25,191.253064,3.735834,34686.160929,36.927500,-118.359167,3554.000000
191.375,191.497429,3.805701,37085.141902,36.906667,-118.366111,3767.000000
191.5,191.619728,3.833607,37071.007202,36.906944,-118.366944,3784.000000
191.625,191.666932,3.833327,37045.690644,36.907222,-118.367222,3782.000000
191.75,191.789435,3.807234,37029.267695,36.907500,-118.368056,3764.000000
191.875,191.987228,3.821655,37025.143131,36.907778,-118.369444,3773.000000
192,192.109924,3.837185,37011.105133,36.908056,-118.370278,3782.000000
192.125,192.147502,3.836609,37016.273766,36.908056,-118.370556,3782.000000
192.25,192.263095,3.773026,36902.856791,36.909167,-118.371111,3733.000000
192.375,192.389663,3.716967,36759.788368,36.910556,-118.371667,3687.000000
192.5,192.504918,3.666573,37343.714141,36.905556,-118.373889,3695.000000
192.625,192.726393,3.703789,35571.203011,36.921389,-118.371111,3596.000000
192.75,192.832327,3.738722,35619.293976,36.921111,-118.371944,3621.000000
192.875,192.888083,3.716315,35689.619559,36.920556,-118.372500,3612.000000
193,193.114902,3.733689,35849.853320,36.919444,-118.374444,3634.000000
193.125,193.192154,3.762716,35862.391575,36.919444,-118.375000,3653.000000
193.25,193.351028,3.784378,35982.048240,36.918611,-118.376389,3675.000000
193.375,193.466359,3.803082,36000.091068,36.918611,-118.377222,3688.000000
193.5,193.504778,3.810367,36006.186099,36.918611,-118.377500,3693.000000
193.625,193.717853,3.847242,29993.634133,36.971389,-118.363056,3286.000000
193.75,193.873662,3.925233,30080.250787,36.970833,-118.364167,3333.000000
193.875,193.965384,4.022332,30095.915364,36.970833,-118.364722,3385.000000
194,194.102833,4.086203,30116.434719,36.970833,-118.365556,3420.000000
194.125,194.197009,4.119954,30225.928162,36.970000,-118.366389,3446.000000
194.25,194.25699,4.110147,30201.621336,36.970278,-118.366667,3439.000000
194.375,194.47032,4.118466,30262.608905,36.970000,-118.368056,3448.000000
194.5,194.606726,4.134666,30281.891892,36.970000,-118.368889,3458.000000
194.625,194.742064,4.166602,30205.925226,36.970833,-118.369444,3469.000000
194.75,194.848056,4.197495,30189.904269,36.971111,-118.370000,3484.000000
194.875,194.999695,4.244499,30181.053005,36.971389,-118.370833,3508.000000
195,195.121203,4.308302,30136.800389,36.971944,-118.371389,3538.000000
195.125,195.243088,4.391250,30093.527215,36.972500,-118.371944,3578.000000
195.25,195.34979,4.422302,30078.054528,36.972778,-118.372500,3593.000000
195.375,195.440965,4.456336,30092.659702,36.972778,-118.373056,3612.000000
195.5,195.623076,4.490146,30120.634816,36.972778,-118.374167,3632.000000
195.625,195.74583,4.531546,30076.215126,36.973333,-118.374722,3650.000000
195.75,195.868959,4.590157,30032.706148,36.973889,-118.375278,3677.000000
195.875,195.976248,4.602256,30017.049262,36.974167,-118.375833,3682.000000
196,196.11985,4.641406,29847.088117,36.975833,-118.376111,3688.000000
196.125,196.240611,4.667598,29898.693090,36.975556,-118.376944,3706.000000
196.25,196.373288,4.707558,30017.468196,36.974722,-118.378056,3737.000000
196.375,196.488296,4.753649,30166.411599,36.973611,-118.379167,3774.000000
196.5,196.623922,4.793657,30189.429973,36.973611,-118.380000,3797.000000
196.625,196.742505,4.813535,30241.352306,36.973333,-118.380833,3812.000000
196.75,196.86069,4.844626,30293.938633,36.973056,-118.381667,3833.000000
196.875,196.950587,4.853524,30308.760105,36.973056,-118.382222,3839.000000
197,197.051096,4.853187,30389.711976,36.972500,-118.383056,3846.000000
197.125,197.23006,4.865216,30419.474743,36.972500,-118.384167,3855.000000
197.25,197.346746,4.880964,30471.882185,36.972222,-118.385000,3868.000000
197.375,197.480432,4.903453,30495.192789,36.972222,-118.385833,3882.000000
197.5,197.569449,4.908437,30510.346517,36.972222,-118.386389,3886.000000
197.625,197.631469,4.908393,30488.301708,36.972500,-118.386667,3884.000000
197.75,197.764881,4.841009,30507.666464,36.972500,-118.387500,3850.000000
197.875,197.889289,4.797688,30461.801814,36.973056,-118.388056,3823.000000
198,198.014054,4.735446,30415.226121,36.973611,-118.388611,3786.000000
198.125,198.139175,4.674870,30368.915878,36.974167,-118.389167,3750.000000
198.25,198.34123,4.713285,32264.409306,36.958333,-118.396944,3934.000000
198.375,198.466787,4.725611,32288.464801,36.958333,-118.397778,3943.000000
198.5,198.55039,4.716135,32303.717140,36.958333,-118.398333,3939.000000
198.625,198.747867,4.749430,33682.930200,36.946944,-118.404444,4078.000000
198.75,198.844832,4.776837,33670.981089,36.947222,-118.405000,4093.000000
198.875,198.901844,4.783402,33650.017990,36.947500,-118.405278,4095.000000
199,199.103472,4.773095,32543.676059,36.957222,-118.402500,3992.000000
199.125,199.227407,4.788630,32568.842962,36.957222,-118.403333,4003.000000
199.25,199.309928,4.814140,32586.473012,36.957222,-118.403889,4019.000000
199.375,199.392365,4.802851,32602.312050,36.957222,-118.404444,4014.000000
199.5,199.599158,4.880108,31530.536517,36.966667,-118.401667,3962.000000
199.625,199.707798,4.889437,31585.165226,36.966389,-118.402500,3972.000000
199.75,199.773715,4.883834,31630.778935,36.966111,-118.403056,3973.000000
199.875,199.919727,4.861009,31625.725315,36.966389,-118.403889,3960.000000
200,200.004342,4.845671,31641.875013,36.966389,-118.404444,3953.000000
200.125,200.201937,4.871471,31056.281482,36.971667,-118.403333,3915.000000
200.25,200.26466,4.858281,31035.133556,36.971944,-118.403611,3906.000000
200.375,200.413513,4.785240,31028.386295,36.972222,-118.404444,3866.000000
200.5,200.602487,4.737952,30965.115975,36.973056,-118.405278,3835.000000
200.625,200.645507,4.732873,30973.596597,36.973056,-118.405556,3833.000000
200.75,200.814937,4.736090,30942.095389,36.973611,-118.406389,3832.000000
200.875,200.964254,4.736484,30939.656170,36.973889,-118.407222,3832.000000
201,201.027696,4.741540,30919.844573,36.974167,-118.407500,3833.000000
201.125,201.134191,4.734086,30908.398504,36.974444,-118.408056,3828.000000
201.25,201.283692,4.725174,30905.969121,36.974722,-118.408889,3823.000000
201.375,201.481215,4.753914,28321.648270,36.996667,-118.399444,3614.000000
201.5,201.621349,4.829684,28352.229056,36.996667,-118.400278,3654.000000
201.625,201.738141,4.890055,28411.127876,36.996389,-118.401111,3689.000000
201.75,201.854306,4.968260,28404.253172,36.996667,-118.401667,3727.000000
201.875,201.993719,5.027443,28434.684698,36.996667,-118.402500,3759.000000
202,202.109905,5.075466,28426.764310,36.996944,-118.403056,3782.000000
202.125,202.249741,5.118815,28390.071360,36.997500,-118.403611,3800.000000
202.25,202.366215,5.166890,28382.443622,36.997778,-118.404167,3823.000000
202.375,202.482769,5.204918,28374.477199,36.998056,-118.404722,3841.000000
202.5,202.623395,5.266540,28339.141217,36.998611,-118.405278,3868.000000
202.625,202.740232,5.332784,28332.818769,36.998889,-118.405833,3900.000000
202.75,202.857147,5.384942,28325.964050,36.999167,-118.406389,3925.000000
202.875,202.996034,5.383278,28354.846148,36.999167,-118.407222,3927.000000
203,203.11295,5.429324,28347.972762,36.999444,-118.407778,3949.000000
203.125,203.24172,5.482533,24095.616270,37.034722,-118.389722,3554.000000
203.25,203.350233,5.551241,24118.115598,37.034722,-118.390278,3585.000000
203.375,203.487811,5.619512,24112.270471,37.035000,-118.390833,3613.000000
203.5,203.620744,5.666953,24172.474403,37.034722,-118.391667,3639.000000
203.625,203.728639,5.695152,24193.612139,37.034722,-118.392222,3653.000000
203.75,203.860567,5.772732,24255.423972,37.034444,-118.393056,3692.000000
203.875,203.997597,5.861688,24251.148246,37.034722,-118.393611,3729.000000
204,204.098846,5.931519,24341.320151,37.034167,-118.394444,3768.000000
204.125,204.211962,5.997064,24297.832255,37.034722,-118.394722,3791.000000
204.25,204.348925,6.022509,24291.112482,37.035000,-118.395278,3801.000000
204.375,204.379044,6.034385,24263.381907,37.035278,-118.395278,3803.000000
204.5,204.60012,6.026818,24237.381792,37.035833,-118.396111,3797.000000
204.625,204.714697,6.055041,24192.607414,37.036389,-118.396389,3804.000000
204.75,204.768201,6.040618,24202.324482,37.036389,-118.396667,3799.000000
204.875,204.87507,6.002384,24221.392883,37.036389,-118.397222,3785.000000
205,205.035031,5.968596,24251.243732,37.036389,-118.398056,3774.000000
205.125,205.141441,5.923401,24270.218824,37.036389,-118.398611,3757.000000
205.25,205.27882,5.810063,24258.164720,37.036667,-118.399167,3708.000000
205.375,205.375437,5.697260,24341.091660,37.036111,-118.400000,3669.000000
205.5,205.609995,5.670492,24765.354990,37.033056,-118.403056,3701.000000
205.625,205.734403,5.706888,24827.170394,37.032778,-118.403889,3723.000000
205.75,205.868808,5.772672,24823.788267,37.033056,-118.404444,3751.000000
205.875,205.970579,5.827032,25020.040284,37.031667,-118.405833,3795.000000
206,206.08401,5.865148,24976.907735,37.032222,-118.406111,3807.000000
206.125,206.135238,5.846561,24986.962134,37.032222,-118.406389,3800.000000
206.25,206.257323,5.834310,25047.090812,37.031944,-118.407222,3801.000000
206.375,206.390706,5.760604,25037.879631,37.032222,-118.407778,3768.000000
206.5,206.511908,5.725821,25097.213410,37.031944,-118.408611,3759.000000
206.625,206.74855,5.731698,27162.202402,37.015833,-118.420000,3975.000000
206.75,206.854276,5.879974,27125.396816,37.016389,-118.420278,4041.000000
206.875,206.994781,5.985734,27164.503563,37.016389,-118.421111,4095.000000
207,207.117966,6.110596,27165.929281,37.016667,-118.421667,4154.000000
207.125,207.241196,6.210265,27166.259825,37.016944,-118.422222,4201.000000
207.25,207.287868,6.234836,27178.947857,37.016944,-118.422500,4214.000000
207.375,207.476359,6.185292,26733.052078,37.020833,-118.421111,4141.000000
207.5,207.620533,6.347148,26881.710353,37.020000,-118.422500,4233.000000
207.625,207.743368,6.397241,26774.345722,37.021111,-118.422500,4244.000000
207.75,207.759685,6.406809,26813.931015,37.020833,-118.422778,4253.000000
207.875,207.884711,6.403617,26809.450640,37.021111,-118.423333,4251.000000
208,208.009776,6.328190,26801.195725,37.021389,-118.423889,4215.000000
208.125,208.150369,6.251579,26726.554037,37.022222,-118.424167,4171.000000
208.25,208.26021,6.191487,26680.366217,37.022778,-118.424444,4138.000000
208.375,208.38588,6.130485,26673.394364,37.023056,-118.425000,4109.000000
208.5,208.511586,6.060878,26666.141193,37.023333,-118.425556,4076.000000
208.625,208.639013,5.987753,26553.334486,37.024444,-118.425556,4030.000000
208.75,208.765284,5.924171,26546.738814,37.024722,-118.426111,4000.000000
208.875,208.891585,5.866969,26540.621001,37.025000,-118.426667,3973.000000
209,209.003302,5.792731,26494.652479,37.025556,-118.426944,3934.000000
209.125,209.130028,5.734669,26027.697962,37.029444,-118.425000,3859.000000
209.25,209.338922,5.753069,21993.696286,37.061389,-118.403889,3450.000000
209.375,209.468445,5.842044,22060.840405,37.061111,-118.404722,3491.000000
209.5,209.620436,5.933130,22062.025886,37.061389,-118.405278,3526.000000
209.625,209.732606,6.026977,22090.494029,37.061389,-118.405833,3565.000000
209.75,209.868496,6.157370,22054.455958,37.061944,-118.406111,3611.000000
209.875,209.996234,6.226722,22121.508533,37.061667,-118.406944,3645.000000
210,210.092201,6.300403,22110.258832,37.061944,-118.407222,3672.000000
210.125,210.244045,6.391070,22112.352728,37.062222,-118.407778,3707.000000
210.25,210.340243,6.436491,22100.071607,37.062500,-118.408056,3723.000000
210.375,210.492217,6.524535,22102.381477,37.062778,-118.408611,3757.000000
210.5,210.588643,6.577729,22090.652520,37.063056,-118.408889,3776.000000
210.625,210.740741,6.650269,22092.581389,37.063333,-118.409444,3804.000000
210.75,210.837393,6.703503,22081.056235,37.063611,-118.409722,3823.000000
210.875,210.989609,6.755378,22082.328963,37.063889,-118.410278,3843.000000
211,211.100302,6.798881,22110.004848,37.063889,-118.410833,3863.000000
211.125,211.197133,6.831489,22097.784600,37.064167,-118.411111,3874.000000
211.25,211.349289,6.888348,22099.710115,37.064444,-118.411667,3896.000000
211.375,211.459507,6.926426,22127.440007,37.064444,-118.412222,3914.000000
211.5,211.624352,6.980750,22169.078920,37.064444,-118.413056,3940.000000
211.625,211.721282,7.010698,22157.109571,37.064722,-118.413333,3950.000000
211.75,211.8731,7.054390,22159.000342,37.065000,-118.413889,3967.000000
211.875,211.994915,7.095311,22556.670010,37.062222,-118.416667,4033.000000
212,212.102211,7.159885,22586.326107,37.062222,-118.417222,4062.000000
212.125,212.239669,7.235577,22550.728797,37.062778,-118.417500,4087.000000
212.25,212.369357,7.326734,22661.257443,37.062222,-118.418611,4137.000000
212.375,212.495807,7.372744,22584.803586,37.063056,-118.418611,4145.000000
212.5,212.623143,7.391271,22507.019735,37.063889,-118.418611,4142.000000
212.625,212.665786,7.392414,22480.852829,37.064167,-118.418611,4139.000000
212.75,212.77272,7.360765,22506.101101,37.064167,-118.419167,4130.000000
212.875,212.911896,7.295256,22463.872821,37.064722,-118.419444,4099.000000
213,213.008364,7.236131,22448.248907,37.065000,-118.419722,4074.000000
213.125,213.148264,7.159999,22405.786619,37.065556,-118.420000,4039.000000
213.25,213.254915,7.103057,22430.159434,37.065556,-118.420556,4020.000000
213.375,213.395308,7.036693,22388.501382,37.066111,-118.420833,3989.000000
213.5,213.501711,6.951882,22411.728664,37.066111,-118.421389,3959.000000
213.625,213.642592,6.887650,22370.495752,37.066667,-118.421667,3929.000000
213.75,213.783951,6.792573,22327.963802,37.067222,-118.421944,3887.000000
213.875,213.890106,6.705158,22351.488424,37.067222,-118.422500,3856.000000
214,214.004502,6.593307,22413.662355,37.066944,-118.423333,3820.000000
214.125,214.242591,6.624941,23829.604498,37.056944,-118.433056,4000.000000
214.25,214.341517,6.655182,23859.105182,37.056944,-118.433611,4016.000000
214.375,214.475076,6.723088,23825.233644,37.057500,-118.433889,4040.000000
214.5,214.623024,6.751488,23868.943444,37.057500,-118.434722,4057.000000
214.625,214.714562,6.792925,23859.601328,37.057778,-118.435000,4073.000000
214.75,214.855326,6.815948,23863.580060,37.058056,-118.435556,4083.000000
214.875,214.947007,6.828767,23852.938388,37.058333,-118.435833,4087.000000
215,215.075361,6.855871,23777.874991,37.059167,-118.435833,4089.000000
215.125,215.21057,6.907320,23743.938861,37.059722,-118.436111,4106.000000
215.25,215.253748,6.922032,23719.278968,37.060000,-118.436111,4109.000000
215.375,215.389585,6.930443,23683.299396,37.060556,-118.436389,4108.000000
215.5,215.574973,6.867248,23658.222145,37.061111,-118.436944,4079.000000
215.625,215.667794,6.822344,23645.113115,37.061389,-118.437222,4059.000000
215.75,215.809703,6.811620,23648.342898,37.061667,-118.437778,4055.000000
215.875,215.902657,6.795496,23636.864045,37.061944,-118.438056,4047.000000
216,216.044568,6.722144,23637.185842,37.062222,-118.438611,4017.000000
216.125,216.137653,6.669806,23624.074250,37.062500,-118.438889,3994.000000
216.25,216.279561,6.591531,23624.461994,37.062778,-118.439444,3962.000000
216.375,216.4174,6.546116,23586.866620,37.063333,-118.439722,3939.000000
216.5,216.555652,6.505350,23549.654447,37.063889,-118.440000,3918.000000
216.625,216.649262,6.488869,23538.703890,37.064167,-118.440278,3910.000000
216.75,216.791529,6.458523,23542.017089,37.064444,-118.440833,3898.000000
216.875,216.885261,6.434714,23530.881513,37.064722,-118.441111,3887.000000
217,217.027509,6.418810,23535.133715,37.065000,-118.441667,3881.000000
217.125,217.215287,6.414585,23515.320123,37.065556,-118.442222,3877.000000
217.25,217.357549,6.446977,23522.210801,37.065833,-118.442778,3891.000000
217.375,217.499744,6.450283,23527.859850,37.066111,-118.443333,3893.000000
217.5,217.617844,6.483519,23057.624245,37.069722,-118.440556,3852.000000
217.625,217.737788,6.488547,23565.696741,37.066389,-118.444444,3913.000000
217.75,217.85108,6.504087,20499.186353,37.088333,-118.423889,3563.000000
217.875,217.997552,6.579892,21487.968870,37.081667,-118.431111,3706.000000
218,218.102073,6.612689,21520.047330,37.081667,-118.431667,3722.000000
218.125,218.205215,6.657850,21512.960952,37.081944,-118.431944,3738.000000
218.25,218.361285,6.748911,21563.266029,37.081944,-118.432778,3778.000000
218.375,218.464357,6.807161,21556.999909,37.082222,-118.433056,3799.000000
218.5,218.619284,6.870966,21566.584645,37.082500,-118.433611,3824.000000
218.625,218.7226,6.905707,21599.265234,37.082500,-118.434167,3841.000000
218.75,218.871619,6.954482,23241.677723,37.071389,-118.446111,4063.000000
218.875,218.97994,7.037869,21643.653378,37.082778,-118.435278,3896.000000
219,219.082409,7.053797,21675.729446,37.082778,-118.435833,3906.000000
219.125,219.23637,7.090725,21684.766633,37.083056,-118.436389,3921.000000
219.25,219.338287,7.106488,21717.018007,37.083056,-118.436944,3931.000000
219.375,219.490609,7.150888,21766.543629,37.083056,-118.437778,3954.000000
219.5,219.593249,7.187562,21760.156466,37.083333,-118.438056,3967.000000
219.625,219.64382,7.205750,21776.910144,37.083333,-118.438333,3976.000000
219.75,219.84729,7.216050,21801.175918,37.083611,-118.439167,3983.000000
219.875,219.949913,7.231748,21794.009358,37.083889,-118.439444,3988.000000
220,220.000151,7.213361,21809.079214,37.083889,-118.439722,3983.000000
220.125,220.155382,7.177003,21775.636564,37.084444,-118.440000,3965.000000
220.25,220.260909,7.132750,21725.904946,37.085000,-118.440000,3942.000000
220.375,220.420066,7.098754,21653.049299,37.085833,-118.440000,3920.000000
220.5,220.530981,7.059644,20910.665260,37.091111,-118.435000,3812.000000
220.625,220.630518,7.027526,21594.783556,37.086667,-118.440278,3886.000000
220.75,220.774554,7.005356,21148.389160,37.090000,-118.437500,3822.000000
220.875,220.919661,6.978581,21275.533936,37.089444,-118.438889,3828.000000
221,221.020969,6.938418,21306.260642,37.089444,-118.439444,3817.000000
221.125,221.126321,6.906069,21297.626493,37.089722,-118.439722,3804.000000
221.25,221.338348,6.909069,19093.083349,37.105000,-118.424167,3534.000000
221.375,221.45044,6.938688,19127.177460,37.105000,-118.424722,3548.000000
221.5,221.623762,6.985652,19138.801093,37.105278,-118.425278,3565.000000
221.625,221.735115,7.000170,19172.467044,37.105278,-118.425833,3574.000000
221.75,221.852453,7.008554,19166.177640,37.105556,-118.426111,3576.000000
221.875,221.907904,7.005393,19182.638556,37.105556,-118.426389,3577.000000
222,222.018518,7.004982,19215.862679,37.105556,-118.426944,3581.000000
222.125,222.135688,7.010319,19209.639424,37.105833,-118.427222,3582.000000
222.25,222.348075,7.003601,19315.954177,37.105556,-118.428611,3593.000000
222.375,222.457169,7.011906,19349.830851,37.105556,-118.429167,3600.000000
222.5,222.519255,7.008557,19326.732025,37.105833,-118.429167,3596.000000
222.625,222.627993,6.990380,19359.594260,37.105833,-118.429722,3594.000000
222.75,222.790394,6.925098,19407.411026,37.105833,-118.430556,3578.000000
222.875,222.898193,6.828088,19437.147963,37.105833,-118.431111,3549.000000
223,223.01426,6.768696,19428.845483,37.106111,-118.431389,3528.000000
223.125,223.215577,6.808708,24602.826582,37.072778,-118.471389,4170.000000
223.25,223.265057,6.812788,24580.359014,37.073056,-118.471389,4169.000000
223.375,223.498618,6.850120,24548.579122,37.073889,-118.471944,4181.000000
223.5,223.590674,6.872519,24544.318113,37.074167,-118.472222,4190.000000
223.625,223.632818,6.795861,24557.405393,37.074167,-118.472500,4159.000000
223.75,223.85077,6.903040,24609.331523,37.074444,-118.473611,4211.000000
223.875,223.984482,6.945789,24623.675097,37.074722,-118.474167,4231.000000
224,224.026222,6.933918,24640.305126,37.074722,-118.474444,4228.000000
224.125,224.159689,6.835849,24647.280244,37.075000,-118.475000,4187.000000
224.25,224.251513,6.770329,24638.820836,37.075278,-118.475278,4158.000000
224.375,224.40822,6.698575,24744.143630,37.075000,-118.476667,4140.000000
224.5,224.536431,6.389639,24565.166647,37.076389,-118.475833,3987.000000
224.625,224.748756,6.320700,25000.511104,37.074167,-118.480000,4007.000000
224.75,224.808278,6.441633,24944.937603,37.074722,-118.479722,4053.000000
224.875,224.939585,6.410848,24956.365153,37.075000,-118.480278,4041.000000
225,225.030337,6.453072,24954.049226,37.075278,-118.480556,4059.000000
225.125,225.141393,6.155957,25031.541471,37.075000,-118.481667,3939.000000
225.25,225.263184,6.070776,24728.883737,37.077222,-118.479722,3869.000000
225.375,225.495269,6.055691,23371.679286,37.086389,-118.469722,3715.000000
225.5,225.615287,6.129094,23291.940732,37.087222,-118.469444,3736.000000
225.625,225.66977,6.147175,23271.015496,37.087500,-118.469444,3741.000000
225.75,225.755333,6.108288,23304.791092,37.087500,-118.470000,3729.000000
225.875,225.919381,6.032597,23236.430153,37.088333,-118.470000,3691.000000
226,226.011148,5.963882,23093.474684,37.089444,-118.469167,3648.000000
226.125,226.224656,5.936627,24837.217013,37.079167,-118.483889,3823.000000
226.25,226.26437,5.918491,24854.289005,37.079167,-118.484167,3817.000000
226.375,226.419415,5.927346,24790.309118,37.080000,-118.484167,3814.000000
226.5,226.602447,5.954298,24784.762059,37.080556,-118.484722,3825.000000
226.625,226.694,5.964308,24781.922869,37.080833,-118.485000,3829.000000
226.75,226.785578,5.953613,24778.179554,37.081111,-118.485278,3824.000000
226.875,226.994931,5.951531,24693.082378,37.082222,-118.485278,3814.000000
227,227.100147,6.003600,24653.133469,37.082778,-118.485278,3832.000000
227.125,227.243808,6.024081,24766.214747,37.082500,-118.486667,3853.000000
227.25,227.33552,6.031696,24763.709414,37.082778,-118.486944,3856.000000
227.375,227.427253,6.020893,24760.398113,37.083056,-118.487222,3851.000000
227.5,227.587318,6.021152,25202.899533,37.080833,-118.491389,3899.000000
227.625,227.729556,6.137742,25184.985451,37.081389,-118.491667,3948.000000
227.75,227.767656,6.078931,25200.490688,37.081389,-118.491944,3924.000000
227.875,227.876487,6.032215,24650.944826,37.085000,-118.487778,3844.000000
228,228.070644,5.856619,12365.810529,37.159167,-118.386389,2485.000000
228.125,228.224018,5.857401,12402.762992,37.159167,-118.386944,2489.000000
228.25,228.353984,6.231999,25076.212975,37.083889,-118.492778,3977.000000
228.375,228.406903,6.219075,25054.907184,37.084167,-118.492778,3969.000000
228.5,228.513003,6.240946,25014.712914,37.084722,-118.492778,3974.000000
228.625,228.657223,6.176075,24988.973652,37.085278,-118.493056,3943.000000
228.75,228.779787,6.216990,24910.732183,37.086111,-118.492778,3952.000000
228.875,228.978629,6.198138,24867.113529,37.086944,-118.493056,3939.000000
229,229.124107,6.247300,24847.472479,37.087500,-118.493333,3958.000000
229.125,229.23668,6.271719,24905.028181,37.087500,-118.494167,3975.000000
229.25,229.361545,6.381708,24830.778076,37.088333,-118.493889,4014.000000
229.375,229.436361,6.408451,24869.823814,37.088333,-118.494444,4030.000000
229.5,229.616625,6.055404,24752.885769,37.089444,-118.494167,3865.000000
229.625,229.745849,5.986586,24767.345419,37.089722,-118.494722,3837.000000
229.75,229.874886,6.030438,24787.239508,37.090000,-118.495278,3858.000000
229.875,229.985485,6.022279,21040.829816,37.111944,-118.463611,3450.000000
230,230.114889,6.115302,21004.626520,37.112500,-118.463611,3480.000000
230.125,230.244786,6.224906,20969.252546,37.113056,-118.463611,3516.000000
230.25,230.3748,6.297232,21126.578225,37.112500,-118.465278,3560.000000
230.375,230.482605,6.372887,21129.073802,37.112778,-118.465556,3588.000000
230.5,230.61249,6.439011,21092.333144,37.113333,-118.465556,3608.000000
230.625,230.740991,6.509982,21153.007871,37.113333,-118.466389,3641.000000
230.75,230.848716,6.566609,21155.034189,37.113611,-118.466667,3662.000000
230.875,230.99893,6.622450,21176.418239,37.113889,-118.467222,3685.000000
231,231.106565,6.635966,21176.758100,37.114167,-118.467500,3690.000000
231.125,231.210244,6.703048,24986.650999,37.093056,-118.500833,4171.000000
231.25,231.373122,6.768165,21454.271432,37.113333,-118.470556,3772.000000
231.375,231.479398,6.866234,21458.779431,37.113611,-118.470833,3809.000000
231.5,231.585673,6.921853,21461.439392,37.113889,-118.471111,3830.000000
231.625,231.737983,6.980466,21736.490658,37.112778,-118.473889,3886.000000
231.75,231.866643,7.016610,21699.668195,37.113333,-118.473889,3895.000000
231.875,231.90729,7.018061,21719.297273,37.113333,-118.474167,3898.000000
232,232.019837,6.984152,21620.906783,37.114167,-118.473611,3873.000000
